Price,Age_08_04,KM,HP,Automatic,cc,Doors,Cylinders,Gears,Weight,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_Petrol
15950.0,19.0,29435.0,97.0,0.0,1400.0,3.0,4.0,5.0,1100.0,0,0,1
15950.0,19.0,25948.0,97.0,0.0,1400.0,3.0,4.0,5.0,1100.0,0,0,1
17200.0,11.0,24500.0,110.0,0.0,1600.0,3.0,4.0,5.0,1120.0,0,0,1
17200.0,18.0,23902.0,97.0,0.0,1400.0,3.0,4.0,5.0,1100.0,0,0,1
17200.0,20.0,23175.0,110.0,0.0,1600.0,3.0,4.0,5.0,1120.0,0,0,1
16250.0,19.0,19200.0,97.0,0.0,1400.0,3.0,4.0,5.0,1100.0,0,0,1
17200.0,13.0,18000.0,71.0,0.0,1400.0,3.0,4.0,5.0,1125.0,0,0,1
17200.0,11.0,16123.0,110.0,0.0,1600.0,3.0,4.0,5.0,1105.0,0,0,1
17200.0,11.0,14635.0,110.0,0.0,1600.0,3.0,4.0,5.0,1152.5,0,0,1
16950.0,19.0,13748.0,97.0,0.0,1400.0,3.0,4.0,5.0,1100.0,0,0,1
17200.0,14.0,11500.0,110.0,0.0,1600.0,3.0,4.0,5.0,1045.0,0,0,1
17200.0,17.0,10000.0,97.0,0.0,1400.0,3.0,4.0,5.0,1100.0,0,0,1
17200.0,20.0,7187.0,110.0,0.0,1600.0,3.0,4.0,5.0,1105.0,0,0,1
17200.0,5.0,1.0,116.0,0.0,1900.0,5.0,4.0,5.0,1152.5,0,1,0
17200.0,5.0,4000.0,116.0,0.0,1900.0,5.0,4.0,5.0,1152.5,0,1,0
17200.0,5.0,1500.0,116.0,0.0,1900.0,5.0,4.0,5.0,1152.5,0,1,0
17200.0,8.0,13253.0,116.0,0.0,1900.0,5.0,4.0,5.0,1152.5,0,1,0
17200.0,8.0,13253.0,116.0,0.0,1900.0,5.0,4.0,5.0,1152.5,0,1,0
17200.0,7.0,10000.0,116.0,0.0,1900.0,5.0,4.0,5.0,1152.5,0,1,0
17200.0,8.0,6000.0,90.0,0.0,1900.0,5.0,4.0,5.0,1152.5,0,1,0
17200.0,8.0,10841.0,90.0,0.0,1900.0,5.0,4.0,5.0,1152.5,0,1,0
17200.0,7.0,1.0,110.0,0.0,1600.0,3.0,4.0,5.0,1105.0,0,0,1
17200.0,20.0,63000.0,90.0,0.0,1900.0,5.0,4.0,5.0,1152.5,0,1,0
17200.0,17.0,57313.0,110.0,0.0,1900.0,5.0,4.0,5.0,1152.5,0,1,0
17200.0,13.0,57037.0,110.0,0.0,1600.0,5.0,4.0,5.0,1115.0,0,0,1
17200.0,19.0,51099.0,90.0,0.0,1900.0,5.0,4.0,5.0,1152.5,0,1,0
16350.0,14.0,40010.0,110.0,0.0,1600.0,5.0,4.0,5.0,1115.0,0,0,1
17200.0,20.0,39115.0,110.0,0.0,1600.0,5.0,4.0,5.0,1130.0,0,0,1
16950.0,17.0,36012.0,110.0,0.0,1600.0,5.0,4.0,5.0,1130.0,0,0,1
17200.0,16.0,36000.0,110.0,0.0,1600.0,5.0,4.0,5.0,1130.0,0,0,1
15950.0,20.0,36000.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
16500.0,20.0,35000.0,97.0,0.0,1400.0,5.0,4.0,5.0,1110.0,0,0,1
17200.0,17.0,33740.0,97.0,0.0,1400.0,5.0,4.0,5.0,1135.0,0,0,1
15850.0,13.0,33477.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
16250.0,20.0,32627.0,97.0,0.0,1400.0,5.0,4.0,5.0,1110.0,0,0,1
15950.0,20.0,29797.0,97.0,0.0,1400.0,5.0,4.0,5.0,1110.0,0,0,1
16250.0,19.0,29441.0,97.0,0.0,1400.0,5.0,4.0,5.0,1110.0,0,0,1
15950.0,13.0,29371.0,110.0,0.0,1600.0,4.0,4.0,5.0,1105.0,0,0,1
16500.0,20.0,29000.0,97.0,0.0,1400.0,5.0,4.0,5.0,1110.0,0,0,1
16500.0,19.0,27821.0,97.0,0.0,1400.0,5.0,4.0,5.0,1110.0,0,0,1
17200.0,19.0,27371.0,97.0,0.0,1400.0,5.0,4.0,5.0,1135.0,0,0,1
16250.0,13.0,25170.0,110.0,0.0,1600.0,5.0,4.0,5.0,1105.0,0,0,1
17200.0,11.0,25000.0,116.0,0.0,1900.0,5.0,4.0,5.0,1152.5,0,1,0
17200.0,20.0,23000.0,110.0,0.0,1600.0,5.0,4.0,5.0,1130.0,0,0,1
16450.0,20.0,22588.0,97.0,0.0,1400.0,5.0,4.0,5.0,1110.0,0,0,1
17200.0,19.0,21684.0,140.0,0.0,1800.0,5.0,4.0,5.0,1152.5,0,0,1
17200.0,13.0,21428.0,110.0,0.0,1600.0,5.0,4.0,5.0,1130.0,0,0,1
17200.0,16.0,20629.0,110.0,0.0,1600.0,4.0,4.0,5.0,1090.0,0,0,1
17200.0,15.0,20270.0,110.0,0.0,1600.0,5.0,4.0,5.0,1130.0,0,0,1
16450.0,16.0,20105.0,97.0,0.0,1400.0,5.0,4.0,5.0,1110.0,0,0,1
17200.0,20.0,20000.0,110.0,0.0,1600.0,5.0,4.0,5.0,1152.5,0,0,1
17200.0,13.0,19988.0,110.0,0.0,1600.0,5.0,4.0,5.0,1130.0,0,0,1
17200.0,19.0,18328.0,110.0,0.0,1600.0,5.0,4.0,5.0,1130.0,0,0,1
17200.0,14.0,17896.0,110.0,0.0,1600.0,4.0,4.0,5.0,1150.0,0,0,1
17200.0,20.0,17300.0,97.0,0.0,1400.0,5.0,4.0,5.0,1110.0,0,0,1
17200.0,19.0,17038.0,110.0,0.0,1600.0,5.0,4.0,5.0,1130.0,0,0,1
17200.0,10.0,13747.0,97.0,0.0,1400.0,5.0,4.0,5.0,1110.0,0,0,1
17200.0,12.0,13634.0,110.0,0.0,1600.0,5.0,4.0,5.0,1115.0,0,0,1
17200.0,13.0,13178.0,110.0,0.0,1600.0,5.0,4.0,5.0,1130.0,0,0,1
16868.0,15.0,13157.0,97.0,0.0,1400.0,4.0,4.0,5.0,1085.0,0,0,1
17200.0,16.0,13000.0,110.0,0.0,1600.0,4.0,4.0,5.0,1105.0,0,0,1
17200.0,11.0,12500.0,110.0,0.0,1600.0,5.0,4.0,5.0,1115.0,0,0,1
17200.0,17.0,11999.0,110.0,0.0,1600.0,5.0,4.0,5.0,1130.0,0,0,1
17200.0,16.0,11754.0,110.0,0.0,1600.0,5.0,4.0,5.0,1152.5,0,0,1
17200.0,16.0,11000.0,110.0,0.0,1600.0,4.0,4.0,5.0,1105.0,0,0,1
17200.0,17.0,10000.0,110.0,0.0,1598.0,5.0,4.0,5.0,1105.0,0,0,1
17200.0,9.0,7650.0,110.0,0.0,1600.0,5.0,4.0,5.0,1115.0,0,0,1
17200.0,14.0,6500.0,110.0,0.0,1600.0,4.0,4.0,5.0,1100.0,0,0,1
17200.0,11.0,6155.0,97.0,0.0,1400.0,5.0,4.0,5.0,1110.0,0,0,1
17200.0,14.0,6000.0,110.0,0.0,1600.0,5.0,4.0,5.0,1130.0,0,0,1
17200.0,14.0,5459.0,110.0,0.0,1600.0,5.0,4.0,5.0,1130.0,0,0,1
17200.0,14.0,5278.0,110.0,0.0,1600.0,4.0,4.0,5.0,1150.0,0,0,1
17200.0,12.0,5000.0,110.0,0.0,1600.0,5.0,4.0,5.0,1130.0,0,0,1
17200.0,9.0,1.0,98.0,0.0,1400.0,4.0,4.0,5.0,1065.0,0,0,1
17200.0,9.0,1.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
17200.0,8.0,11000.0,110.0,0.0,1600.0,5.0,4.0,5.0,1130.0,0,0,1
17200.0,8.0,10077.0,97.0,0.0,1400.0,5.0,4.0,5.0,1110.0,0,0,1
17200.0,8.0,10000.0,97.0,0.0,1400.0,5.0,4.0,5.0,1110.0,0,0,1
17200.0,8.0,9788.0,110.0,0.0,1600.0,5.0,4.0,5.0,1130.0,0,0,1
17200.0,8.0,8574.0,110.0,0.0,1600.0,5.0,4.0,5.0,1130.0,0,0,1
17200.0,8.0,7000.0,110.0,0.0,1600.0,5.0,4.0,5.0,1115.0,0,0,1
17200.0,7.0,6250.0,110.0,0.0,1600.0,5.0,4.0,5.0,1115.0,0,0,1
17200.0,8.0,5000.0,110.0,0.0,1600.0,5.0,4.0,5.0,1130.0,0,0,1
17200.0,6.0,3000.0,110.0,0.0,1600.0,5.0,4.0,5.0,1130.0,0,0,1
17200.0,7.0,2000.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
17200.0,7.0,450.0,97.0,0.0,1400.0,5.0,4.0,5.0,1110.0,0,0,1
17200.0,5.0,225.0,97.0,0.0,1400.0,5.0,4.0,5.0,1110.0,0,0,1
17200.0,5.0,15.0,110.0,0.0,1600.0,5.0,4.0,5.0,1130.0,0,0,1
17200.0,5.0,1.0,98.0,0.0,1400.0,4.0,4.0,5.0,1100.0,0,0,1
17200.0,5.0,1.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
6950.0,43.0,153051.875,69.0,0.0,1900.0,3.0,4.0,5.0,1110.0,0,1,0
9500.0,38.0,153051.875,90.0,0.0,1900.0,4.0,4.0,5.0,1152.5,0,1,0
11950.0,40.0,153051.875,90.0,0.0,1900.0,5.0,4.0,5.0,1152.5,0,1,0
7750.0,43.0,153051.875,110.0,0.0,1600.0,3.0,4.0,5.0,1084.0,1,0,0
11950.0,40.0,153051.875,69.0,0.0,1900.0,3.0,4.0,5.0,1105.0,0,1,0
4350.0,44.0,153051.875,69.0,0.0,1800.0,5.0,4.0,5.0,1110.0,0,1,0
4750.0,44.0,131273.0,69.0,0.0,1800.0,5.0,4.0,5.0,1110.0,0,1,0
11750.0,40.0,130062.0,69.0,0.0,1900.0,5.0,4.0,5.0,1140.0,0,1,0
13250.0,41.0,123425.0,69.0,0.0,1900.0,5.0,4.0,5.0,1140.0,0,1,0
11950.0,37.0,118217.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
11900.0,44.0,110000.0,69.0,0.0,1900.0,5.0,4.0,5.0,1095.0,0,1,0
14750.0,39.0,108847.0,90.0,0.0,1900.0,5.0,4.0,5.0,1152.5,0,1,0
9950.0,42.0,105699.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
11950.0,39.0,98823.0,110.0,0.0,1600.0,5.0,4.0,5.0,1119.0,1,0,0
11495.0,44.0,96829.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
11250.0,40.0,96518.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
10500.0,42.0,92204.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
10450.0,35.0,91456.0,69.0,0.0,1900.0,3.0,4.0,5.0,1110.0,0,1,0
12950.0,43.0,89968.0,69.0,0.0,1900.0,5.0,4.0,5.0,1140.0,0,1,0
11500.0,44.0,89757.0,110.0,0.0,1600.0,3.0,4.0,5.0,1045.0,0,0,1
12500.0,40.0,85389.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
10950.0,43.0,85017.0,97.0,0.0,1400.0,5.0,4.0,5.0,1060.0,0,0,1
11450.0,41.0,84312.0,110.0,0.0,1600.0,5.0,4.0,5.0,1080.0,0,0,1
11950.0,37.0,82743.0,110.0,0.0,1600.0,5.0,4.0,5.0,1121.0,1,0,0
13250.0,41.0,81106.0,69.0,0.0,1900.0,5.0,4.0,5.0,1140.0,0,1,0
14750.0,40.0,80425.0,90.0,0.0,1900.0,5.0,4.0,5.0,1152.5,0,1,0
11790.0,34.0,78677.0,110.0,0.0,1600.0,5.0,4.0,5.0,1105.0,0,0,1
11450.0,40.0,78425.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
13500.0,33.0,78108.0,90.0,0.0,1900.0,3.0,4.0,5.0,1152.5,0,1,0
10950.0,33.0,77321.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
13500.0,33.0,75699.0,69.0,0.0,1900.0,3.0,4.0,5.0,1105.0,0,1,0
10950.0,41.0,75697.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
10950.0,44.0,74846.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
12950.0,38.0,74319.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
11950.0,43.0,74285.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
12450.0,44.0,74172.0,110.0,0.0,1600.0,5.0,4.0,5.0,1152.5,0,0,1
11950.0,40.0,73042.0,110.0,0.0,1598.0,5.0,4.0,5.0,1075.0,0,0,1
14950.0,44.0,71793.0,110.0,0.0,1600.0,4.0,4.0,5.0,1067.0,1,0,0
12450.0,35.0,71200.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
12950.0,38.0,67805.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
11950.0,35.0,65988.0,110.0,0.0,1600.0,3.0,4.0,5.0,1040.0,0,0,1
11690.0,34.0,65345.0,97.0,0.0,1400.0,5.0,4.0,5.0,1060.0,0,0,1
12450.0,42.0,64564.0,110.0,0.0,1600.0,5.0,4.0,5.0,1080.0,0,0,1
12750.0,36.0,63459.0,97.0,0.0,1400.0,5.0,4.0,5.0,1060.0,0,0,1
11925.0,44.0,63451.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
12950.0,33.0,62000.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
11950.0,42.0,61300.0,97.0,0.0,1400.0,3.0,4.0,5.0,1030.0,0,0,1
12900.0,41.0,61200.0,110.0,0.0,1600.0,3.0,4.0,5.0,1045.0,0,0,1
11900.0,41.0,61000.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
11650.0,38.0,60829.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
10950.0,44.0,60500.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
13950.0,35.0,59500.0,69.0,0.0,1900.0,3.0,4.0,5.0,1110.0,0,1,0
13950.0,44.0,59000.0,110.0,0.0,1600.0,5.0,4.0,5.0,1110.0,0,0,1
11950.0,40.0,58954.0,110.0,0.0,1600.0,5.0,4.0,5.0,1080.0,0,0,1
10950.0,38.0,58798.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
12450.0,38.0,58363.0,110.0,0.0,1600.0,3.0,4.0,5.0,1055.0,0,0,1
11950.0,43.0,58277.0,110.0,0.0,1600.0,3.0,4.0,5.0,1045.0,0,0,1
13500.0,33.0,57711.0,90.0,0.0,1900.0,3.0,4.0,5.0,1152.5,0,1,0
11690.0,33.0,57269.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
13500.0,39.0,56001.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
11950.0,42.0,55968.0,110.0,0.0,1600.0,3.0,4.0,5.0,1050.0,0,0,1
12900.0,39.0,55678.0,110.0,0.0,1600.0,4.0,4.0,5.0,1030.0,0,0,1
13500.0,43.0,55539.0,110.0,0.0,1600.0,5.0,4.0,5.0,1085.0,0,0,1
11750.0,42.0,55400.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
11750.0,33.0,55350.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
10850.0,43.0,54600.0,110.0,0.0,1600.0,4.0,4.0,5.0,1030.0,0,0,1
11750.0,43.0,53773.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
14950.0,42.0,53719.0,110.0,0.0,1600.0,5.0,4.0,5.0,1105.0,0,0,1
9940.0,39.0,53644.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
12900.0,42.0,53350.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
13500.0,38.0,53000.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
11750.0,44.0,52084.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
11950.0,44.0,52000.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
13450.0,33.0,51945.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
11950.0,41.0,51732.0,97.0,0.0,1400.0,3.0,4.0,5.0,1025.0,0,0,1
12495.0,39.0,50873.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
13500.0,41.0,50856.0,110.0,0.0,1600.0,4.0,4.0,5.0,1030.0,0,0,1
12750.0,40.0,50640.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
12000.0,39.0,50000.0,97.0,0.0,1400.0,5.0,4.0,5.0,1060.0,0,0,1
11950.0,38.0,49500.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
12495.0,44.0,49332.0,110.0,0.0,1600.0,5.0,4.0,5.0,1080.0,0,0,1
12450.0,34.0,49291.0,110.0,0.0,1600.0,3.0,4.0,5.0,1040.0,0,0,1
14750.0,40.0,48952.0,90.0,0.0,1900.0,5.0,4.0,5.0,1152.5,0,1,0
10950.0,39.0,48945.0,110.0,0.0,1600.0,3.0,4.0,5.0,1040.0,0,0,1
13500.0,33.0,48928.0,69.0,0.0,1900.0,3.0,4.0,5.0,1105.0,0,1,0
12950.0,38.0,48197.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
13500.0,35.0,48052.0,69.0,0.0,1900.0,3.0,4.0,5.0,1105.0,0,1,0
13450.0,34.0,48011.0,110.0,0.0,1600.0,4.0,4.0,5.0,1030.0,0,0,1
13500.0,43.0,48000.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
11480.0,41.0,47350.0,110.0,0.0,1600.0,5.0,4.0,5.0,1075.0,0,0,1
